uid,План сотрудника,Факт сотрудника,% вып-я,Число_чеков,Ср.чек,месяц
u1231,500 000,740 016,"148,00",82,9 025,май.13
u620,261 878,285 172,"108,90",25,11 407,май.13
u553,510 000,510 104,"100,02",41,12 442,май.13
u567,510 000,496 836,"97,42",46,10 801,май.13
u136,510 000,476 309,"93,39",51,9 339,май.13
u341,180 250,5 049,"2,80",3,1 683,май.13
u1206,180 250,118 953,"65,99",11,10 814,май.13
u1774,730 000,846 865,"116,01",91,9 306,май.13
u114,730 000,558 963,"76,57",55,10 163,май.13
u1118,730 000,916 387,"125,53",89,10 296,май.13
u344,730 000,788 719,"108,04",86,9 171,май.13
u1780,664 250,532 858,"80,22",47,11 337,май.13
u1866,664 250,650 782,"97,97",57,11 417,май.13
u1125,664 250,403 564,"60,75",47,8 586,май.13
u1500,664 250,484 915,"73,00",38,12 761,май.13
u827,437 500,261 802,"59,84",44,5 950,май.13
u527,437 500,302 031,"69,04",35,8 629,май.13
u1950,437 500,336 019,"76,80",38,8 843,май.13
u1005,1 204 000,499 395,"41,48",60,8 323,май.13
u1089,1 204 000,1 449 136,"120,36",129,11 234,май.13
u497,1 204 000,1 183 860,"98,33",117,10 118,май.13
u1308,749 600,802 112,"107,01",58,13 830,май.13
u823,749 600,155 758,"20,78",16,9 735,май.13
u596,749 600,839 097,"111,94",67,12 524,май.13
u1124,749 600,775 429,"103,45",79,9 816,май.13
u1215,749 600,590 102,"78,72",61,9 674,май.13
u624,630 250,739 502,"117,33",85,8 700,май.13
u502,580 250,587 327,"101,22",72,8 157,май.13
u1892,580 250,284 583,"49,04",29,9 813,май.13
u330,580 250,314 400,"54,18",46,6 835,май.13
u1393,580 250,575 503,"99,18",72,7 993,май.13
u1825,783 681,1 009 070,"128,76",114,8 851,май.13
u21,783 681,886 620,"113,14",95,9 333,май.13
u1478,620 000,719 223,"116,00",73,9 852,май.13
u1185,620 000,623 364,"100,54",62,10 054,май.13
u1209,620 000,840 463,"135,56",73,11 513,май.13
u976,670 000,812 622,"121,29",92,8 833,май.13
u1006,670 000,576 045,"85,98",58,9 932,май.13
u1077,670 000,802 492,"119,77",92,8 723,май.13
u983,517 766,590 956,"114,14",62,9 532,май.13
u1066,517 766,582 384,"112,48",73,7 978,май.13
u1256,517 766,628 545,"121,40",80,7 857,май.13
u1129,517 766,266 829,"51,53",35,7 624,май.13
u1047,307 250,496 747,"161,68",46,10 799,май.13
u336,307 250,130 223,"42,38",15,8 682,май.13
u1803,307 250,409 249,"133,20",49,8 352,май.13
u356,734 000,469 672,"63,99",51,9 209,май.13
u817,734 000,877 538,"119,56",81,10 834,май.13
u1175,734 000,775 485,"105,65",51,15 206,май.13
u91,734 000,891 006,"121,39",62,14 371,май.13
u654,706 750,470 799,"66,61",51,9 231,май.13
u1056,525 495,758 912,"144,42",85,8 928,май.13
u319,525 495,546 929,"104,08",65,8 414,май.13
u968,762 750,830 154,"108,84",86,9 653,май.13
u992,762 750,847 188,"111,07",93,9 110,май.13
u2024,762 750,805 500,"105,60",93,8 661,май.13
u196,762 750,845 110,"110,80",89,9 496,май.13
u2046,430 000,511 257,"118,90",48,10 651,май.13
u559,430 000,482 590,"112,23",49,9 849,май.13
u1700,348 910,404 266,"115,87",42,9 625,май.13
u1026,348 910,381 921,"109,46",26,14 689,май.13
u780,718 288,630 393,"87,76",69,9 136,май.13
u947,718 288,652 137,"90,79",73,8 933,май.13
u1075,730 000,554 402,"75,95",68,8 153,май.13
u1299,730 000,551 896,"75,60",73,7 560,май.13
u1970,730 000,755 804,"103,53",74,10 214,май.13
u919,730 000,947 595,"129,81",75,12 635,май.13
u989,551 890,578 057,"104,74",59,9 798,май.13
u804,551 890,615 600,"111,54",71,8 670,май.13
u1258,551 890,423 541,"76,74",55,7 701,май.13
u1937,993 833,1 087 292,"109,40",101,10 765,май.13
u2053,993 833,1 223 709,"123,13",98,12 487,май.13
u611,993 833,880 335,"88,58",92,9 569,май.13
u1112,993 833,976 218,"98,23",95,10 276,май.13
u1200,993 833,784 499,"78,94",87,9 017,май.13
u1341,993 833,589 313,"59,30",65,9 066,май.13
u923,730 000,43 758,"5,99",3,14 586,май.13
u709,730 000,569 454,"78,01",69,8 253,май.13
u1878,730 000,851 478,"116,64",112,7 602,май.13
u1992,618 167,431 297,"69,77",56,7 702,май.13
u2011,936 667,540 310,"57,68",30,18 010,май.13
u1639,936 667,36 894,"3,94",7,5 271,май.13
u1466,936 667,928 573,"99,14",69,13 458,май.13
u282,936 667,767 714,"81,96",56,13 709,май.13
u2059,936 667,818 142,"87,35",67,12 211,май.13
u1621,421 729,958 629,"227,31",98,9 782,май.13
u78,780 000,451 640,"57,90",58,7 787,май.13
u623,780 000,748 480,"95,96",66,11 341,май.13
u342,1 124 000,1 248 560,"111,08",138,9 048,май.13
u578,1 124 000,1 275 935,"113,52",125,10 207,май.13
u1107,1 124 000,1 148 999,"102,22",107,10 738,май.13
u1193,1 124 000,1 188 013,"105,70",115,10 331,май.13
u1180,1 124 000,340 820,"30,32",35,9 738,май.13
u1003,734 000,1 001 334,"136,42",114,8 784,май.13
u324,734 000,905 642,"123,38",96,9 434,май.13
u1528,734 000,762 800,"103,92",76,10 037,май.13
u617,830 000,356 112,"42,91",34,10 474,май.13
u1144,830 000,734 616,"88,51",102,7 202,май.13
u1156,830 000,899 547,"108,38",82,10 970,май.13
u1771,830 000,731 871,"88,18",80,9 148,май.13
u1128,500 000,660 267,"132,05",58,11 384,май.13
u373,500 000,360 632,"72,13",44,8 196,май.13
u347,655 000,719 324,"109,82",88,8 174,май.13
u57,655 000,615 348,"93,95",63,9 767,май.13
u2066,655 000,710 145,"108,42",85,8 355,май.13
u160,655 000,219 192,"33,46",12,18 266,май.13
u975,542 546,552 323,"101,80",55,10 042,май.13
u681,542 546,381 755,"70,36",55,6 941,май.13
u182,542 546,589 103,"108,58",62,9 502,май.13
u749,542 546,321 963,"59,34",42,7 666,май.13
u27,425 000,262 410,"61,74",41,6 400,май.13
u1791,425 000,426 102,"100,26",43,9 909,май.13
u967,546 750,595 205,"108,86",53,11 230,май.13
u18,546 750,595 427,"108,90",53,11 234,май.13
u1155,546 750,682 099,"124,76",63,10 827,май.13
u1205,546 750,657 100,"120,18",46,14 285,май.13
u977,698 704,806 765,"115,47",94,8 583,май.13
u935,698 704,624 827,"89,43",68,9 189,май.13
u576,580 000,722 392,"124,55",100,7 224,май.13
u1985,580 000,440 233,"75,90",50,8 805,май.13
u352,580 000,510 820,"88,07",82,6 230,май.13
u1452,580 000,757 262,"130,56",84,9 015,май.13
u1895,375 000,354 232,"94,46",32,11 070,май.13
u1443,375 000,469 373,"125,17",39,12 035,май.13
u1284,375 000,351 411,"93,71",35,10 040,май.13
u1834,917 500,895 761,"97,63",85,10 538,май.13
u1210,917 500,957 918,"104,41",136,7 044,май.13
u1254,917 500,768 618,"83,77",107,7 183,май.13
u1311,917 500,761 292,"82,97",88,8 651,май.13
u535,870 200,1 116 425,"128,30",111,10 058,май.13
u1764,870 200,828 614,"95,22",79,10 489,май.13
u108,870 200,979 833,"112,60",79,12 403,май.13
u508,870 200,960 678,"110,40",104,9 237,май.13
u1598,805 029,902 345,"112,09",100,9 023,май.13
u103,805 029,574 581,"71,37",50,11 492,май.13
u909,805 029,975 416,"121,17",80,12 193,май.13
u1114,805 029,868 673,"107,91",90,9 652,май.13
u1641,117 750,148 209,"125,87",18,8 234,май.13
u1167,117 750,106 992,"90,86",13,8 230,май.13
u668,2 037 000,1 944 512,"95,46",162,12 003,май.13
u1593,2 037 000,845 964,"41,53",83,10 192,май.13
u1049,2 037 000,2 136 211,"104,87",150,14 241,май.13
u90,2 037 000,2 194 700,"107,74",156,14 069,май.13
u671,2 037 000,1 422 168,"69,82",129,11 025,май.13
u772,2 037 000,1 216 954,"59,74",96,12 677,май.13
u821,640 750,747 008,"116,58",66,11 318,май.13
u526,640 750,814 272,"127,08",71,11 469,май.13
u511,640 750,705 827,"110,16",84,8 403,май.13
u1468,640 750,60 115,"9,38",5,12 023,май.13
u1102,434 000,372 788,"85,90",38,9 810,май.13
u916,434 000,352 782,"81,29",41,8 604,май.13
u475,1 205 000,920 029,"76,35",84,10 953,май.13
u169,463 800,498 929,"107,57",55,9 071,май.13
u349,463 800,460 701,"99,33",31,14 861,май.13
u1326,463 800,296 652,"63,96",23,12 898,май.13
u1084,463 800,497 133,"107,19",49,10 146,май.13
u1330,992 500,1 107 495,"111,59",123,9 004,май.13
u1394,594 000,512 124,"86,22",41,12 491,май.13
u1550,594 000,520 338,"87,60",72,7 227,май.13
u1549,594 000,556 481,"93,68",71,7 838,май.13
u512,733 500,818 504,"111,59",87,9 408,май.13
u1427,733 500,670 794,"91,45",83,8 082,май.13
u1151,733 500,755 942,"103,06",80,9 449,май.13
u1045,425 000,276 268,"65,00",19,14 540,май.13
u846,425 000,451 610,"106,26",136,3 321,май.13
u1270,425 000,584 498,"137,53",42,13 917,май.13
u473,450 000,479 427,"106,54",43,11 149,май.13
u16,450 000,524 197,"116,49",55,9 531,май.13
u2,450 000,213 280,"47,40",24,8 887,май.13
u655,383 808,185 650,"48,37",18,10 314,май.13
u660,383 808,131 095,"34,16",6,21 849,май.13
u1460,437 500,663 650,"151,69",77,8 619,май.13
u1461,437 500,664 754,"151,94",78,8 522,май.13
u1491,350 250,498 599,"142,36",54,9 233,май.13
u1492,350 250,441 276,"125,99",43,10 262,май.13
u1495,350 250,655 068,"187,03",66,9 925,май.13
u459,350 250,245 180,"70,00",36,6 811,май.13
u1894,317 400,319 687,"100,72",51,6 268,май.13
u960,317 400,396 149,"124,81",42,9 432,май.13
u1676,317 400,400 793,"126,27",40,10 020,май.13
u938,317 400,372 534,"117,37",41,9 086,май.13
u92,388 750,511 033,"131,46",68,7 515,май.13
u1679,388 750,603 999,"155,37",62,9 742,май.13
u1816,278 250,311 892,"112,09",41,7 607,май.13
u834,278 250,438 687,"157,66",62,7 076,май.13
u1437,278 250,387 795,"139,37",50,7 756,май.13
u832,456 000,314 606,"68,99",46,6 839,май.13
u1818,456 000,420 594,"92,24",53,7 936,май.13
u1342,424 000,385 583,"90,94",44,8 763,май.13
u836,424 000,192 845,"45,48",32,6 026,май.13
u1865,298 200,143 261,"48,04",21,6 822,май.13
u1683,298 200,383 281,"128,53",42,9 126,май.13
u1702,457 800,492 313,"107,54",58,8 488,май.13
u1715,457 800,665 129,"145,29",55,12 093,май.13
u1884,457 800,483 969,"105,72",67,7 223,май.13
u1721,457 800,473 793,"103,49",64,7 403,май.13
u2076,457 800,379 516,"82,90",38,9 987,май.13
u722,388 600,327 851,"84,37",38,8 628,май.13
u1714,388 600,391 283,"100,69",42,9 316,май.13
u2008,388 600,407 210,"104,79",24,16 967,май.13
u1704,400 000,366 588,"91,65",36,10 183,май.13
u1706,400 000,341 926,"85,48",41,8 340,май.13
u1707,400 000,319 446,"79,86",38,8 406,май.13
u1713,400 000,364 469,"91,12",32,11 390,май.13
u1722,400 000,323 002,"80,75",41,7 878,май.13
u1963,437 500,446 180,"101,98",70,6 374,май.13
u1966,437 500,429 041,"98,07",48,8 938,май.13
u926,304 750,341 850,"112,17",27,12 661,май.13
u2071,304 750,385 433,"126,48",35,11 012,май.13
u2073,304 750,406 676,"133,45",53,7 673,май.13
u266,339 250,192 941,"56,87",18,10 719,май.13
u271,339 250,601 354,"177,26",62,9 699,май.13
u1345,300 000,340 698,"113,57",44,7 743,май.13
u1346,300 000,457 718,"152,57",43,10 645,май.13
u158,300 000,392 740,"130,91",41,9 579,май.13
u1348,300 000,62 551,"20,85",25,2 502,май.13
u695,702 750,564 504,"80,33",56,10 080,май.13
u1349,702 750,671 607,"95,57",81,8 291,май.13
u732,702 750,563 351,"80,16",57,9 883,май.13
u715,629 800,747 058,"118,62",80,9 338,май.13
u1293,629 800,722 533,"114,72",69,10 471,май.13
u1294,629 800,786 772,"124,92",72,10 927,май.13
u1295,629 800,564 476,"89,63",61,9 254,май.13
u1296,629 800,56 085,"8,91",3,18 695,май.13
u1573,388 000,542 220,"139,75",58,9 349,май.13
u771,388 000,351 796,"90,67",41,8 580,май.13
u1510,248 800,258 226,"103,79",34,7 595,май.13
u1520,248 800,435 032,"174,85",41,10 611,май.13
u175,248 800,364 303,"146,42",38,9 587,май.13
u1343,248 800,365 047,"146,72",45,8 112,май.13
u1515,248 800,263 341,"105,84",42,6 270,май.13
u1514,166 800,513 374,"307,78",53,9 686,май.13
u560,286 500,393 049,"137,19",53,7 416,май.13
u864,286 500,467 051,"163,02",44,10 615,май.13
u561,286 500,422 247,"147,38",45,9 383,май.13
u1313,307 000,377 273,"122,89",30,12 576,май.13
u1565,307 000,246 887,"80,42",30,8 230,май.13
u236,381 500,512 095,"134,23",41,12 490,май.13
u964,381 500,741 335,"194,32",78,9 504,май.13
u1584,381 500,919 445,"241,01",64,14 366,май.13
u1309,381 500,749 143,"196,37",62,12 083,май.13
u1508,471 250,626 537,"132,95",63,9 945,май.13
u1812,471 250,472 848,"100,34",51,9 272,май.13
u805,471 250,691 213,"146,68",56,12 343,май.13
u966,471 250,523 978,"111,19",48,10 916,май.13
u1763,315 500,391 129,"123,97",37,10 571,май.13
u1841,315 500,496 998,"157,53",47,10 574,май.13
u901,315 500,497 322,"157,63",45,11 052,май.13
u880,638 200,730 796,"114,51",60,12 180,май.13
u1927,638 200,738 372,"115,70",61,12 104,май.13
u1974,638 200,656 100,"102,80",63,10 414,май.13
u1291,638 200,819 844,"128,46",68,12 057,май.13
u1696,638 200,205 851,"32,25",30,6 862,май.13
u1952,527 750,7 527,"1,43",6,1 255,май.13
u262,527 750,431 132,"81,69",46,9 372,май.13
u1564,527 750,493 936,"93,59",50,9 879,май.13
u1336,527 750,541 120,"102,53",50,10 822,май.13
u887,581 500,479 808,"82,51",56,8 568,май.13
u892,581 500,317 719,"54,64",41,7 749,май.13
u879,383 750,468 494,"122,08",66,7 098,май.13
u1420,651 250,748 997,"115,01",66,11 348,май.13
u1694,651 250,280 780,"43,11",32,8 774,май.13
u895,651 250,454 271,"69,75",58,7 832,май.13
u877,566 250,590 629,"104,31",65,9 087,май.13
u631,566 250,537 439,"94,91",53,10 140,май.13
u1698,287 500,367 637,"127,87",48,7 659,май.13
u63,373 335,416 892,"111,67",65,6 414,май.13
u639,373 335,416 444,"111,55",51,8 166,май.13
u641,373 335,255 955,"68,56",34,7 528,май.13
u632,640 000,170 501,"26,64",14,12 179,май.13
u47,640 000,9 782,"1,53",4,2 445,май.13
u638,640 000,678 324,"105,99",61,11 120,май.13
u636,640 000,432 245,"67,54",79,5 471,май.13
u1436,640 000,383 264,"59,88",74,5 179,май.13
u1535,640 000,21 224,"3,32",4,5 306,май.13
u1776,640 000,772 903,"120,77",53,14 583,май.13
u719,453 101,438 488,"96,77",54,8 120,май.13
u716,453 101,532 904,"117,61",51,10 449,май.13
u1408,453 101,141 993,"31,34",19,7 473,май.13
u720,453 101,474 211,"104,66",61,7 774,май.13
u1372,425 000,451 852,"106,32",43,10 508,май.13
u1759,425 000,429 737,"101,11",50,8 595,май.13
u1385,425 000,625 466,"147,17",79,7 917,май.13
u1390,425 000,250 264,"58,89",33,7 584,май.13
u1376,312 500,719 049,"230,10",137,5 249,май.13
u1384,312 500,169 913,"54,37",12,14 159,май.13
u1389,312 500,146 744,"46,96",9,16 305,май.13
u1373,341 769,403 428,"118,04",42,9 605,май.13
u1940,341 769,379 600,"111,07",41,9 259,май.13
u1388,341 769,381 100,"111,51",49,7 778,май.13
u1729,333 750,226 378,"67,83",39,5 805,май.13
u1743,333 750,219 628,"65,81",41,5 357,май.13
u851,528 600,96 748,"18,30",7,13 821,май.13
u664,528 600,803 053,"151,92",92,8 729,май.13
u940,319 400,348 292,"109,05",52,6 698,май.13
u2112,319 400,353 321,"110,62",46,7 681,май.13
u1742,319 400,303 629,"95,06",37,8 206,май.13
u541,603 800,545 945,"90,42",54,10 110,май.13
u127,603 800,622 760,"103,14",59,10 555,май.13
u1736,603 800,611 794,"101,32",65,9 412,май.13
u1739,603 800,634 918,"105,15",59,10 761,май.13
u1333,343 250,330 452,"96,27",42,7 868,май.13
u1746,343 250,232 159,"67,64",44,5 276,май.13
u704,381 250,176 463,"46,29",22,8 021,май.13
u1728,381 250,338 526,"88,79",61,5 550,май.13
u1668,381 250,357 819,"93,85",28,12 779,май.13
u546,381 250,166 626,"43,71",24,6 943,май.13
u1747,271 750,149 923,"55,17",29,5 170,май.13
u1505,360 000,406 449,"112,90",56,7 258,май.13
u1840,360 000,231 902,"64,42",33,7 027,май.13
u1928,504 600,568 295,"112,62",61,9 316,май.13
u1765,504 600,661 251,"131,04",63,10 496,май.13
u872,504 600,703 765,"139,47",61,11 537,май.13
u2014,282 750,161 190,"57,01",20,8 060,май.13
u118,282 750,235 572,"83,31",26,9 060,май.13
u2016,282 750,348 676,"123,32",34,10 255,май.13
u781,294 500,142 401,"48,35",15,9 493,май.13
u854,294 500,320 687,"108,89",38,8 439,май.13
u130,294 500,396 471,"134,63",42,9 440,май.13
u2017,294 500,206 408,"70,09",18,11 467,май.13
u1559,543 500,487 218,"89,64",53,9 193,май.13
u2078,543 500,555 999,"102,30",117,4 752,май.13
u776,543 500,562 422,"103,48",56,10 043,май.13
u467,200 750,142 029,"70,75",12,11 836,май.13
u111,251 000,227 887,"90,79",25,9 115,май.13
u101,251 000,236 403,"94,18",27,8 756,май.13
u1558,251 000,293 994,"117,13",32,9 187,май.13
u896,251 000,307 875,"122,66",26,11 841,май.13
u1939,230 346,63 217,"27,44",14,4 515,май.13
u192,230 346,223 345,"96,96",26,8 590,май.13
u1822,479 154,470 969,"98,29",59,7 983,май.13
u194,479 154,611 224,"127,56",61,10 020,май.13
u120,479 154,517 137,"107,93",54,9 577,май.13
u193,479 154,682 418,"142,42",57,11 972,май.13
u244,575 750,547 319,"95,06",71,7 709,май.13
u250,575 750,639 523,"111,08",76,8 415,май.13
u662,575 750,593 715,"103,12",78,7 612,май.13
u255,575 750,458 089,"79,56",71,6 452,май.13
u1724,665 000,592 311,"89,07",53,11 176,май.13
u1366,665 000,734 099,"110,39",86,8 536,май.13
u677,665 000,476 453,"71,65",60,7 941,май.13
u183,665 000,799 708,"120,26",94,8 508,май.13
u243,253 000,124 134,"49,06",20,6 207,май.13
u247,253 000,200 841,"79,38",32,6 276,май.13
u14,253 000,279 789,"110,59",26,10 761,май.13
u678,250 000,55 195,"22,08",8,6 899,май.13
u146,250 000,200 191,"80,08",29,6 903,май.13
u856,312 250,162 547,"52,06",20,8 127,май.13
u858,312 250,362 450,"116,08",39,9 294,май.13
u860,312 250,361 119,"115,65",32,11 285,май.13
u861,312 250,321 454,"102,95",39,8 242,май.13
u1626,412 500,468 636,"113,61",43,10 899,май.13
u1627,412 500,443 560,"107,53",71,6 247,май.13
u1901,412 500,311 521,"75,52",32,9 735,май.13
u586,412 500,443 268,"107,46",41,10 811,май.13
u1923,449 482,230 290,"51,23",26,8 857,май.13
u1870,449 482,256 009,"56,96",33,7 758,май.13
u320,449 482,540 942,"120,35",88,6 147,май.13
u1778,877 500,619 113,"70,55",73,8 481,май.13
u818,877 500,657 266,"74,90",60,10 954,май.13
u1782,877 500,642 333,"73,20",83,7 739,май.13
u1786,877 500,643 280,"73,31",71,9 060,май.13
u2032,160 000,317 151,"198,22",35,9 061,май.13
u371,160 000,297 772,"186,11",24,12 407,май.13
u360,160 000,306 324,"191,45",29,10 563,май.13
u263,340 000,60 287,"17,73",4,15 072,май.13
u2085,340 000,412 845,"121,42",92,4 487,май.13
u1522,340 000,512 570,"150,76",34,15 076,май.13
u2091,340 000,526 433,"154,83",56,9 401,май.13
u2094,340 000,446 346,"131,28",41,10 886,май.13
u1754,570 000,657 225,"115,30",81,8 114,май.13
u33,570 000,634 418,"111,30",56,11 329,май.13
u2092,570 000,628 779,"110,31",80,7 860,май.13
u2082,160 000,231 537,"144,71",25,9 261,май.13
u2086,160 000,245 881,"153,68",46,5 345,май.13
u492,160 000,293 448,"183,40",27,10 868,май.13
u461,160 000,225 852,"141,16",25,9 034,май.13
u1397,554 617,455 514,"82,13",60,7 592,май.13
u1591,554 617,757 892,"136,65",75,10 105,май.13
u31,554 617,685 534,"123,60",64,10 711,май.13
u150,554 617,147 046,"26,51",16,9 190,май.13
u1817,254 890,509 414,"199,86",66,7 718,май.13
u1752,254 890,330 488,"129,66",39,8 474,май.13
u898,254 890,121 747,"47,76",17,7 162,май.13
u66,560 866,404 317,"72,09",55,7 351,май.13
u68,560 866,914 124,"162,98",75,12 188,май.13
