УИН подразделения,1. Устраивают ли Вас условия труда?,,"2. Если не устраивают условия, укажите какие:",,,,,,3. Устраивает ли Вас обеспечение рабочего места всем необходимым?,,"4. Удовлетворены ли Вы режимом работы (график работы, время перерыва, сверхурочные, командировки и т.д.)?",,5. Оплата труда соответствует Вашему трудовому вкладу?,,6. Понятны ли Вам общие критерии оценки Вашего труда?,,7. Понятна ли Вам Ваша система мотивации и система расчета премии?,,8. Считаете ли Вы Ваш заработок соответствующий среднему уровню по рынку труда?,,9. Устраивает ли Вас система поощрения лучших сотрудников?,,"10. Устраивает ли Вас система немонетарной мотивации (конкурсы, мероприятия, подарки)?",,11. Что бы Вы хотели добавить в социальный пакет или изменить в нем:,12. Вы информированы о возможностях Вашего карьерного роста?,,,13. За последний год работы с Вами кто-нибудь обсуждал возможность развития в Компании?,,,14. Можете ли Вы реализовать свои идеи в Компании?,,,,15. Ощущаете ли Вы полезность и важность Вашей работы?,,16. Есть ли у Вас потребность в повышении квалификации?,,"17. Если потребность есть, то какая:",18. Устраивают ли Вас взаимоотношения с руководством?,,"19. Знаете ли Вы к кому можно обратиться для решения проблем, кроме непосредственного руководителя?",,"20. По каким причинам, по Вашему мнению, возникают недоразумения и конфликты:",,,,,,,21. Устраивают ли Вас взаимоотношения со смежными подразделениями?,,,22. Можете ли Вы открыто высказывать непосредственному руководителю свои идеи и предложения?,,23. Признает ли руководство Ваши заслуги?,,"24. Какие, по Вашему мнению, бизнес-процессы в Компании требуют доработки:","25. Пожалуйста, назовите процессы, которые, по Вашему мнению, отлажены и не требуют доработки:",26. Что мешает повышению эффективности работы:,,,,,,,,"27. Что, по Вашему мнению, способствовало бы решению этих проблем:",,,,,28. Вы интересуетесь новостями Компании на портале?,,,29. Из каких источников Вы узнаете информацию об изменениях в компании (множественный выбор):,,,,,30. Чувствуете ли Вы себя информированным о планах и достижениях компании?,,31. Вы получаете достаточно необходимой для работы информации?,,32. Всегда ли Вы своевременно получаете информацию о качестве выполненной работы?,,"33. Понимаете ли Вы свои задачи и функции, которые от Вас ожидает руководство?",,34. Чувствуете ли Вы сопричастность к общему делу развития Компании?,,35. Удовлетворены ли Вы от процессов участия и причастности к проектам Компании?,,"36. Вы можете припомнить случай, когда при общении с партнером (клиентом) Вы проявили нестандартное решение вопроса? Пожалуйста, сообщите, в чем конкретно это заключалось:",37. Ощущаете ли Вы удовлетворенность работой в компании и уверенность в своем будущем в Компании?,,"38. Вы можете назвать свой коллектив сплоченным, объединенным общими целями, нормами поведения, ценностями?",,"39. Устраивают ли Вас взаимоотношения, сложившиеся в Вашем коллективе?",,40. Как Вы можете охарактеризовать атмосферу в коллективе:,,,,,"41. Хватает ли Вам неформального общения с коллегами, обмена мнениями, интересами?",,"42. Какие традиции и правила Компании для Вас ценны, приняты Вами:",43. Какие ценности Компани вами приняты:,,,,,"44. Пожалуйста, оцените в целом уровень корпоративной культуры в Компании по 5-тибальной шкале:",,,,,"45. Пожалуйста, оцените Компанию Чайникофф в качестве работодателя по 5-тибальной шкале:",,,,
18799ada-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,1,,"включить каждый город в программу - например если партнерская программа фитнесс или спа - у города тоже был бюджет, пусть даже совсем небольшой.",1,,,,1,,,,1,через предложение идей на сайте или через обсуждение с руководством,1,,1,,"в целом, по всему комплексу - исключая только программу - СВ учет.",1,,1,,,,,,,,1,1,,,1,,1,,"отправка документов в офис (нет обратной связи, получили нет, документы отправленные в одном пакете доходят по частям). снабжение товаром. снабжение канцтоварами (заказываешь одно, по факту приходит не всегда то что заказывал). тех. обслуживание. бюджетирование, жалко нет напоминаний о сроках проведения фотоотчетов,",оповещение о назначении обучения. напоминание о размещении информации о графиках для ТП.,,,,,,1,,,,1,,,1,1,,,1,1,,1,1,1,,,1,,1,1,,1,,1,,,1,,1,,1,,1,,,,,1,,"корректность сотрудников, кодекс корпоративной этики, приверженность выделять праздничные события, оповещение о участии в проектах компании, вовлеченность в организацию работы, возможность свободного общения с руководителем, возможность развития, система поощрений для сотрудников.",1,1,1,1,1,,,,,1,,,,1,
5a51116e-d4bf-11e2-8bd0-ac162d794eee,,1,1,,,1,,"не устраивает график работы: выходные воскресенье, понедельник, суббота-рабочий день",1,,,1,,1,1,,1,,,1,,1,,1,"иметь возможность использовать все дни отпуска, положенные за год.",1,,,1,,,1,,,с трудом,1,,1,,работа с персоналом,,1,1,,,,1,,,,,,,1,,1,1,,обмен в течение 14 дней,инд.заказ,,1,,1,,,1,,,1,1,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,нет,,1,1,,1,,1,,,,нет,1,,нет,1,1,1,1,1,,,1,,,,,,1,
aff6514e-e4ee-11e0-9c6e-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,,1,,,1,,,"через Портал, ТМ",1,,1,,Проведение тренингов не менее 1 раза в квартал,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,1,,1,,,,,,,1,,1,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,_,1,,1,,1,,1,,,,,1,,-,1,1,1,1,1,,,,,1,,,,,1
ffb797b7-139d-11e2-be8a-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,1,,,,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,"нарушена последовательность. Необходимо сначала издавать приказ а только после этого переоценки и иные операции. При организации Рекламной акции необходимо тщательно все сначала обдумать, чтобы каждый день не дорабатывать",не знаю такие,,,1,,1,,,,,,,1,,1,,,1,1,,,,1,,1,,1,,1,,1,,1,,не проявляла,1,,1,,1,,,1,,,,1,,Взаимопомощь,1,,1,,,,,,,1,,,,,1
f17e34b2-148a-11e3-babe-ac162d794eee,1,,,,,,1,Условия труда вполне устраивают.,1,,1,,1,,1,,1,,1,,1,,1,,Все устраивает,1,,,,1,,,1,,,1,,,1,нет,1,,1,,,,,,,1,,1,,,1,,1,,Затрудняюсь ответить,Затрудняюсь ответить,,,,,,1,,,,,1,,,1,,,1,,,,,,1,,1,1,,1,,1,,1,,нет,1,,1,,1,,,1,,,,,1,Сопричастность!,1,,1,1,1,,,,1,,,,,,1
9cbea421-727a-11e0-a872-001b789beaf2,1,,,,,,1,всё устраивает,1,,1,,1,,1,,1,,1,,1,,1,,Полис ДМС с более расширенным списком оказываемых услуг,1,,,,,1,1,,,есть специальная страница на портале,1,,1,,"Хотелось бы подробнее изучить анализ экономических показателей работы магазина, не помешали бы курсы на психологическую тему",1,,1,,,,,,,,1,,,1,1,,1,,"Ценообразование, его изменение; мониторинг цен конкурентов",Таких по моему нет,1,,1,,1,1,,,,1,,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,Такого случая не было,1,,1,,1,,,,1,,"у нас сплоченный коллектив, каждый из нас профессионал, работающий в команде",,1,Все,1,1,1,1,1,,,,1,,1,,,,
9cbea422-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,,1,,1,,1,1,,,1,,1,,1,более расширенный ДМС полис,,1,,,1,,,1,,,,1,,1,,,1,1,,,,,,,1,,,,1,1,,,1,документооборот/товародвижение/ценообразование,кадровые,,,,,,,1,,,,1,1,1,1,,,1,,,,,,1,1,,,1,1,,,1,,1,"для общения с клиентом из китая , вынесли в торговый зал ноут-бук и общались путём перевода; после завершения продаж вызвали такси и проводили с покупками до машины;",,1,1,,1,,1,,,,,,1,не понимаю этого вопроса,1,1,1,1,1,,1,,,,,1,,,
9cbea423-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,все устраивает,1,,,1,,,1,,,,1,,1,,регулярные тренинги,1,,1,,,,,,,,1,1,,,1,,1,,своевременный процесс запуска новой акции,---,,,,1,,,,,,1,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,-----,1,,1,,1,,,,1,,,1,,"все, я поклонник нашей компании",1,1,1,1,1,,,,,1,,,,,1
9cbea424-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,,1,,1,включить обеды,1,,,1,,,1,,,,1,,1,,"Повысить уровень знаний,ответственность",1,,1,,,,,,,,1,1,,,1,,1,,,,,,,,1,,,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,,1,,,1,,,1,1,1,1,1,,,,,1,,,,1,
9cbea429-727a-11e0-a872-001b789beaf2,1,,,,,,1,_,1,,,1,,1,1,,1,,,1,,1,1,,,1,,,1,,,1,,,_,1,,1,,Как директорам магазинов обучать продавцов технике продаж,1,,1,,,,,,,,1,,,1,1,,1,,"Передача первичных документов в бухгалтерию, документооборот<br/>Запуск акций, маркетинг",_,,,,,,1,1,,,1,1,1,1,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,_,1,,1,,1,,,1,,,_,,1,_,1,1,1,1,1,,,,,1,,,,,1
e71c5947-16c8-11e3-babe-ac162d794eee,,1,,,,1,,"Маленькая з/п, большие планы, большие трудозатраты, магазины с большим оборотом получает з/п меньше, чем магазин с маленьким!!!",,1,,1,,1,,1,,1,,1,,1,,1,_,1,,,1,,,,1,,,1,,,1,_,1,,1,,,,,1,,,,,,1,1,,1,,_,_,1,,,,,1,1,,,1,1,1,,1,,,1,1,,1,,1,,,1,1,,1,,1,,,1,_,,1,1,,1,,,1,,,,1,,_,1,1,,1,1,,1,,,,,,,1,
9cbea414-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Показывать всю заработную плату официально.,1,,,1,,,1,,,"Через интересная группу на портале ""Идея"".",1,,1,,Научится быстро и верно анализировать спады и подъёмы продаж в магазине,1,,1,,,,,,,,1,1,,,1,,1,,Периодические изменения в действующих акциях.,"Поставки, возвраты, переброски.",1,,,,,,,,,,,,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,,1,,"Атмосфера дружеская, но это только помогает коллективу в работе, в решении проблем и к стремлению выполнять намеченные задачи.",1,,"Что бы не случилось, верить в лучшее. Учу их быть позитивными всегда, ведь мысли материальны))))",1,1,1,1,1,,,,,1,,,,,1
9cbea413-727a-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,1,,1,,Официальная заработная плата,1,,,1,,,1,,,Через Портал,1,,,1,Больше полевого обуцения,1,,1,,,,1,,,,,1,,,1,,1,,,-,,,,,,1,,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,Продала комплект англичанину. Разговаривала с ним на английском языке.,,1,1,,1,,1,,,,,1,,Поощрения за перевыполнения личного плана.,1,1,1,1,1,,,,1,,,,,1,
9cbea415-727a-11e0-a872-001b789beaf2,,1,,,,1,,расположение столов в кабинете,1,,1,,1,,,1,1,,,1,,1,,1,социальный пакет устраивает,,1,,,1,,,,1,"частично через портал, раздел- Есть идея; частично через работу с бизнес процессами",,1,1,,Доп.обучение по Экономике и маркетингу,1,,1,,,,,,,,1,,,1,1,,,1,"Все бизнес- процессы, связанные с взаимодействиями ЦО(департаменты) и Регионы.<br/>Отправка документов в Отдел кадров из регионов(теряются в пути, приходится оправдываться, чтобы не депремировали сотрудников и многократно дублировать); Поступление Приказов на сотрудников(регламент по заявкам в 1С регионами соблюдается, отдел ххх задерживает выход приказа, что ведёт к не заполнению табеля в ОП на сотрудника).  департамент рекламы высылает рекламную продукцию в ненужном объёме и не учитывает поправки в размещениях наружки (что приводит к оттоку трафика), хотя накануне собирает таблицы с точными данными у ТМ; выставление сроков по закрытиям магазинов- постоянно сдвигаются, приходится узнавать у нескольких человек одновременно(приводит к демотивации персонала и затрате временного ресурса); коммуникации ЦО и Регионы необходимо изменить (поступают запросы по одному вопросу от разных департаментов, иногда напрямую в магазины, без согласования руководства); работа поддержки БКГ по проблемам магазинов, с временной разницей( 2часа) и в выходные дни(задержка в ответе, исправлении)- приводит к потере денег; с эксплуатацией- ОП высылаются счета на оплату одному лицу, который не отвечает на запросы, в итоге отключение магазина от обслуживания(к примеру- клининга),возможно смена ответственного лица(предположение); Юр.отдел- задержка в предоставлении необходимых документов; списание основных средств- раннее предоставленные акты не исполнены, перемещение не учтено, при повторном запросе приходится снова всё указывать в ведомости;","Выполнение заявок на инвентаризации, заявки на транспортировку, заявки на доверенности, начисление ЗП сотрудникам, предоставление отчётов , работа с первичной бухгалтерией(так-же и с отв.бухгалтерами), выполнение запросов и согласований ;",,1,,1,1,,1,,,,1,1,1,1,,,1,1,,1,1,,1,,1,,1,,1,1,,,1,"При наших коммуникациях ЦО и регионы, каждый подход не стандартен.",,1,1,,1,,,,,1,командная,1,,"Всё из Кодекса Корпоративной этики, развитие в компании и между сотрудниками сервисности;",1,1,1,1,1,,,1,,,,,,1,
52e63bd0-c1c4-11e1-abb2-001b789beaf2,1,,,,,,1,Удобная география.,1,,1,,1,,1,,1,,1,,1,,1,,Санаторно-курортное лечение.,1,,,1,,,1,,,Всегда можно высказать свое мнение и оно будет услышано.,1,,1,,"Тренинг-программы, экскурсии",1,,1,,,,,,,,1,1,,,1,,1,,Считаю не требует,Индивидуальный заказ,,1,1,,,,,,,,,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,не было,1,,1,,1,,,1,,,"Приятная атмосфера, комфортно для работы",1,,Поощрение своих сотрудников,1,1,1,1,1,,,,,1,,,,,1
3249ca9c-fca4-11e1-be8a-001b789beaf2,1,,,,,,1,,1,,,1,,1,1,,1,,1,,1,,1,,Чтобы вся заработная плата была официальной,1,,,1,,,1,,,,1,,1,,Постоянное повышение своей квалификации,1,,1,,,,,,,,1,1,,,1,,,1,Работа с регионами,Начисление з/п,,,,,1,,,,,1,1,,,1,,,1,,,1,1,1,,1,,,1,1,,1,,1,,Решение в пользу клиента,1,,1,,1,,1,,,,,1,,Доброжелательность,1,1,1,1,1,,,,1,,,,,1,
2872f09f-722e-11e0-a872-001b789beaf2,1,,,,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,1,,,,1,,1,,Прохождение дополнительных тренингов.,1,,1,,,,,,,,1,1,,,1,,1,,,Услуга трейд -ин .Выгодна для клиентов и конечно для магазина .Дополнительный рычаг для выполнения планов .,,,1,,1,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,Деловая и товарищеская.,1,,Все традиции и правила ценны .Так как все эти критерии взаимосвязаны друг с другом .,1,1,1,1,1,,,,,1,,,,,1
2872f0a0-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,,1,1,,,1,,1,,1,Расширенный ДМС (Стоматология),,,1,,,1,,1,,,1,,,1,-,1,,1,,,,,1,,,,,,1,1,,1,,"кросс промо акции, введение текущих акций","Трйд-ин, ккм, sv-программы.",,,,,,1,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,--,,1,1,,1,,1,,,,,,1,---,1,1,1,1,1,,,,1,,,,,1,
18799aea-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,1,,,1,1,,.,1,,,1,,,1,,,,1,,1,,Обучение с выездом на производство.,1,,1,,,,,1,,,,1,,,1,,1,,1с,.,,,,,,1,,,,1,,,1,1,,,1,1,,,,1,,1,,1,,1,,1,,1,,.,1,,1,,1,,1,,,,,1,,.,1,1,1,1,1,,,,1,,,,,1,
2872f0a9-722e-11e0-a872-001b789beaf2,1,,,,,,1,Все устраивает,1,,1,,,1,1,,1,,,1,,1,1,,Ничего,1,,,1,,,1,,,обмен мнениями,,1,1,,Обучение,,1,1,,,,,1,,,,,,1,1,,1,,Все устраивает,Работа с клиентами,,,,,,,1,,1,1,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,Для меня каждый клиент-это нестандартное решение и индивидуальный подход,1,,1,,1,,,1,,,без комментариев,1,,День рождение сотрудников,1,1,1,1,1,,,,1,,,,,1,
2872f0aa-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Можно было бы добавить в мед. страховой пакет обслуживание стоматолога.,1,,,1,,,1,,,,1,,1,,Всегда есть потребность в самосовершенствовании.,1,,1,,,,,,,,1,1,,,1,,1,,Меня не устраивает подборка ассортимента.,Доработка всегда имеет место быть...,,,,,,1,,,,1,1,1,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,,1,,Все традиции нашей компании я с радостью принимаю и разделяю!,1,1,1,1,1,,,,,1,,,,,1
4f888644-5db4-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,,1,,1,1,,1,,,1,1,,Хотела бы иметь белую зар.плату,1,,,1,,,,1,,,1,,,1,нет,1,,1,,,,,1,,,,1,,,1,,1,,"тесты (в назначенных курсах) , есть вопросы где ответом считается не правильный вариант и т.д",все нравится,,1,,1,,,,,,1,1,1,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,такого не случалось,1,,1,,1,,1,,,,,1,,я не информирована по этому вопросу,,,,1,,,,,1,,,,,1,
35ff12ec-fda5-11e2-ba2c-ac162d794eee,1,,,,,,1,,1,,,1,,1,,1,1,,1,,,1,,1,Ввести дополнительные льготы сотрудникам работающие в компании длительный срок.,1,,,1,,,,1,,,1,,1,,Организация рабочего времени,1,,1,,,,,,,,1,1,,,1,,1,,"Отдел маркетинга, ценообразование","отдел ИТ, единое окно ЮНИТ",1,1,1,,,1,,,,1,,,1,1,,,1,,,,1,1,,,1,,1,1,,1,,1,,,,1,1,,1,,,1,,,,1,,Все ценности компании очень ценны и понятны.,1,1,1,1,1,,,,1,,,,,,1
35bbbbb6-60b0-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,1,,Все устраивает,1,,,1,,,1,,,,1,,1,,"Управление бизнес-процессами, тайм-менеджмент, управление персоналом",1,,1,,,,,,,,1,,,1,1,,1,,"1. Изменение ассортимента магазина по КПС (долгий процесс согласования) 2. Наслоение нескольких заданий одновременно (переоценка, вирт. перемещение, замена рекламных материалов и др.) 3. Запуск новых акций (рекламные материалы к акции поступают на 5-7 дней позднее даты запуска акции. Постоянное изменение условий акций (до нескольких раз в день). Сотрудники узнают об условиях акции в день ее запуска). Печатная продукция к рекламным акциям присылается в количестве, значительно превышающем необходимое. 4. Обучение. Регулярное ""зависание"" работы портала обучения во время прохождения обучения или тестирования, отсюда не всегда корректные результаты. В тестах присутствуют не корректные вопросы. 5. Нет обратной связи от сотрудников отдельных департаментов офиса (заказ спецсвязи, поступление документов, отправленных из магазина и др.). В офисе ""теряются"" документы, отправленные из магазина.","Кадровое делопроизводство, Эксплуатация",,,,,,,1,,,,1,1,,1,,,1,1,,1,1,,1,,1,,1,1,,1,,,1,.,1,,1,,1,,,,,1,"Доверительная, сервисная, домашняя",1,,"Конкурс ""Лидеры продаж"", ""Есть идея"" и пр.",1,1,1,1,1,,,1,,,,,,1,
2513a7ab-da5f-11e2-8bd0-ac162d794eee,1,,,,,,1,----------,1,,1,,1,,1,,1,,1,,1,,1,,--------------------------------,1,,,1,,,1,,,----------------------------------,1,,1,,----------------------------------,1,,1,,,,,,,,1,1,,,1,,1,,---------------------------,-------------------,,,,,1,1,,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,---------------------,1,,1,,1,,1,,,,------------------------------------,,1,все,1,1,1,1,1,,,,1,,,,,,1
18799aee-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,,1,1,,добавить услуги стоматолога,1,,,,1,,1,,,,1,,1,,побольше знаний в занимаемой должности,1,,1,,,,,,,,1,1,,,1,,1,,акции новые интересные,тайный покупатель,,,,,,,1,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,,1,,нацеленность на выполнение,1,1,1,1,1,,,,1,,,,,,1
57cd36c6-3abe-11e2-b37d-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,1,,В полис ДМС добавить услуги стоматолога хотя бы 1 раз в год,1,,,1,,,1,,,,1,,1,,Дополнительные тренинги по управлению ассортиментом магазина и по выполнению плановых показателей. Мотивация персонала.,1,,1,,,,,1,,,,1,,,1,,1,,"Более точное планирование и прогнозирование с учетом текущей ситуации на мировом финансовом рынке(актуальное выставление планов по выполнению выручки магазином;ценообразование не только с учетом рентабельности предприятия, но и по отношению к конкурентам). А так же мотивация сотрудников сети по отношению к мотивации конкурентов.",Затрудняюсь ответить,,,,,1,1,,,,1,1,1,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,,1,затрудняюсь ответить,1,,1,,1,,,1,,,,1,,Дни рождения сотрудников размещены на портале. Хотелось бы к этим датам получать подарок от компании.,1,1,1,1,1,,,,1,,,,,1,
2872f0a3-722e-11e0-a872-001b789beaf2,1,,,,,,1,.,1,,1,,1,,1,,1,,,1,1,,1,,"возможность выбора сети поликлиник по мед.страховке (напр., сеть СМ-клиника - Москва)",1,,,,1,,1,,,в процессе работы,1,,1,,"спец.инструментарий для аналитики больших объемов данных - SPSS, Access",1,,1,,,,,,,,1,1,,,1,,1,,.,.,,,,,,,1,,,,,,1,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,.,1,,1,,1,,,1,,,.,1,,.,1,1,1,1,1,,,,1,,,,,1,
2872f0ac-722e-11e0-a872-001b789beaf2,1,,,,,,1,-,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,,1,,,,1,,-,1,,,1,-,1,,1,,,,1,,,,,1,,,1,,1,,"Старт рекламной акции иногда затягивается или переносится, изменения в акции вносятся после того, как многие покупатели уже ознакомились с ее условиями.","Услуга индивидуального заказа (переброска),работа в кассе",,,,1,,,,,,,,,1,1,,,1,1,,,1,1,,,1,1,,1,,1,,1,,,1,,1,,1,,,,1,,-,1,,"Обслуживание по Золотым стандартам компании, внутрикорпоративные стандарты общения.",1,1,1,1,1,,,,,1,,,,,1
2872f0ad-722e-11e0-a872-001b789beaf2,1,,,,,,1,Мне комфортно работать в нашем магазине.,1,,1,,1,,1,,1,,1,,1,,1,,"оплата занятий спортом ( фитнес-центры, бассейны) и культурного отдыха;",1,,,1,,,,1,,Наверно нет.,1,,1,,"Получение в процессе профессиональной подготовки новых знаний касающихся моей работы в магазине,что способствует общему развитию , расширяет эрудицию и укрепляет уверенность в себе.",1,,1,,,,,,,,1,1,,,1,,1,,Меня все устраивает.,,,,,1,,,,,,,1,1,1,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,Нет,1,,1,,1,,,,1,,У нас дружный коллектив.,1,,Золотые стандарты. Ответственность. Доброжелательность. Открытость.,1,1,1,1,1,,,,,1,,,,,1
2872f0ae-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,,1,1,,сделать з.п. официальной,1,,,1,,,,1,,,1,,1,,в 1 С,1,,1,,,,,,1,,,,,1,1,,,1,кредит,обмен изделий,,,,,1,,,,,1,,1,,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,,нет,1,,1,,1,,,,1,,,1,,помощь друг другу,1,1,1,1,1,,,,1,,,,,1,
2872f0af-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,,1,,1,,,,1,,,1,англизкий язык,1,,1,,,,,,,,1,1,,,1,,1,,програмное обучение 1С кассир,обучение,,1,,,,,,,,,,1,,1,,,1,1,1,,,1,,1,,1,,1,,1,,1,,каждый клиент требует инд. подхода,1,,1,,1,,1,,,,,,1,"Доброж, открытость, Сопричасность, постоянное развитие и т.д.",1,1,1,1,1,,,,,1,,,,,1
2872f0b7-722e-11e0-a872-001b789beaf2,1,,,,,,1,устраивает,1,,1,,,1,1,,1,,,1,,1,,1,ничего,,1,,,1,,,1,,н,1,,,1,нет,1,,1,,,,,1,,,,1,,,1,,1,,автоматизация,оповещения,,,1,1,,1,,,1,1,,,,1,,,,,,1,,1,,1,,1,,1,,1,,1,,нет,,1,,1,1,,1,,,,деловая атмосфера,1,,Клиентоориентированность,1,1,,,,,,1,,,,,,1,
2872f0a2-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,1,,,1,,,1,,,1,,,"через сервис ""Есть идея""",1,,1,,Курсы или тренинги для улучшения взаимодействия с покупателем.,1,,1,,,,,,,,1,1,,,1,,1,,Запуск акции,Корпоративное обучение,,,,,,1,,,,1,1,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,не припомню,1,,1,,1,,,1,,,,1,,"Доброжелательное отношение с коллегами, открытость друг к другу.",1,1,1,1,1,,,,,1,,,,,1
18799aef-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,1,,Оплата проезда (в пределах территории России) к месту использования отпуска и обратно.,1,,,1,,,1,,,"На корпоративном портале при помощи сервиса ""есть идея""",1,,1,,"Курсы или тренинги для развития навыков и компетенций,",1,,1,,,,,,,,1,1,,,1,,1,,"При запуске новых акций, оптимизировать все процессы и улучшить взаимодействие между подразделениями, а СМС рассылку делать максимально корректной, для исключения случаев введения покупателей в заблуждение","Корпоративное обучение,",,,,,,1,,,,1,1,1,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,,1,,,,1,,"Доброжелательное отношение между сотрудниками, открытость по отношению друг к другу и покупателям, стремление постоянно узнавать новое и совершенствовать свои навыки, ответственность, лояльность, осознание своей причастности к успеху компании и ответственности, возложенной на нас.",1,1,1,1,1,,,,,1,,,,,1
2872f0b2-722e-11e0-a872-001b789beaf2,1,,,,,,1,"Не устраивает расположение магазина рядом с автобусной остановкой, много шума.",1,,,1,1,,1,,1,,,1,1,,1,,Расширить перечень медицинских услуг.,1,,,1,,,1,,,Наши предложения учитывает управляющая магазином.,1,,,1,нет,1,,1,,,,,,,,1,1,,,1,,1,,Улучшение и разнообразие ассортимента,переброска индивидуальных заявок,,,,,,,1,,,1,1,,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,,,каждый знает свои обязанности и все взаимозаменяемы,1,,Частое обучение,1,,,,,,,,1,,,,,,1
2872f0bb-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,1,,1,,1,,"Оплата больничного листа очень низкая, повысить.",1,,,,1,,,1,,,1,,,1,нет,1,,1,,,,1,,,,,1,,,1,,1,,Размещение уличной рекламы.,работа со смежными подразделениями,,,1,,,,1,,1,1,1,1,1,1,,,1,1,,,,1,,1,,1,,1,,1,,1,,нет,,1,1,,1,,1,,,,,1,,день Чайникофф,1,1,1,1,1,,,,1,,,,,1,
46b3f0a6-362e-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,,1,,1,"Так как мы живем, работаем в районе Крайнего Севера хотелось бы пользоваться льготой оплата проезда 1 раз в 2 года к месту отдыха. Согласно ТК РФ.",1,,,1,,,1,,,,1,,,1,нет,1,,1,,,1,,,,,,1,,,1,,1,,не знаю,"Стаж компании большой, поэтому все дорабатывается в процессе",,,,1,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,их много,1,,1,,1,,,,1,,,1,,день рождение компании,1,1,1,1,1,,,,,1,,,,,1
